dataset,variant,dataset type,BAcc (test),BAcc (test) (std),BAcc (train),BAcc (train) (std),Acc (test),Acc (test) (std),Acc (train),Acc (train) (std),rules,rules (std),conditions_count,conditions_count (std),avg conditions per rule,avg conditions per rule (std),avg rule quality,avg rule quality (std),avg rule precision,avg rule precision (std),avg rule coverage,avg rule coverage (std),training time total (s),training time total (s) (std),training time growing (s),training time growing (s) (std),training time pruning (s),training time pruning (s) (std),induction measure,pruning measure,voting measure,attr types
hungarian-heart-disease,complex_conditions,original,0.7752418926103137,0.0849030722801455,0.8994040553001019,0.0139107227774755,0.7955172413793103,0.0711230213635342,0.910800457404231,0.0112195355596223,127.6,13.116571367718183,127.6,13.116571367718183,5.22326596591814,0.3137206384284527,0.6102988971215475,0.0150019379719848,0.9423899783021896,0.0101028156915694,0.2119086914589376,0.0155379737527337,1.3364796283999998,0.1829851658550816,2.1177535524,0.2432358954927402,0.0737659596,0.0119708324403616,C2,C2,C2,mixed
hungarian-heart-disease,complex_conditions_inner_alternatives,original,0.777873471557682,0.0655098060520077,0.907235120846844,0.0095569326165351,0.799080459770115,0.0526448493235852,0.91760863350486,0.0100654407746046,129.4,10.38374798530002,127.0,11.294049564064943,5.360069379091118,0.291964962490623,0.6199461290431455,0.0185912557116306,0.9524939279794834,0.0104287800030404,0.2076427325402749,0.012795311279071,1.5713449584000003,0.2483145005859311,2.5211439548000003,0.3980641225975153,0.0644461604,0.0081907787279855,C2,C2,C2,mixed
hungarian-heart-disease,plain,original,0.793237639553429,0.072451907727275,0.8739010547383078,0.0128787940868258,0.8159770114942531,0.0595497706819088,0.8855002858776444,0.0152323911616752,106.6,9.335713982098827,106.6,9.335713982098824,4.5465543948804825,0.4546041566493142,0.5699023836065787,0.0098698034286847,0.9117728219868834,0.0169525596407999,0.2305762526194689,0.0290166125602147,0.1783666312,0.0356626324872618,0.257669686,0.0503699776430639,0.0329719,0.0089126417593789,C2,C2,C2,mixed
iris,complex_conditions,original,0.9133333333333332,0.0773001205818937,0.9688888888888888,0.0129717783077172,0.9133333333333334,0.0773001205818937,0.9688888888888888,0.0129717783077172,8.8,1.8737959096740264,8.8,1.8737959096740264,1.856666666666667,0.1987926520737587,0.9284841955408756,0.0199069514586131,0.9745279202520704,0.0125459825885228,0.3199012345679012,0.0062282288598347,0.1337146004,0.0541612476930928,0.2176804807999999,0.1243460391024109,0.0098616276,0.0048696861872994,C2,C2,C2,numerical
iris,complex_conditions_inner_alternatives,original,0.9133333333333332,0.0773001205818937,0.9688888888888888,0.0129717783077172,0.9133333333333334,0.0773001205818937,0.9688888888888888,0.0129717783077172,8.8,1.8737959096740264,8.8,1.8737959096740264,1.856666666666667,0.1987926520737587,0.9284841955408756,0.0199069514586131,0.9745279202520704,0.0125459825885228,0.3199012345679012,0.0062282288598347,0.1084320344,0.0469124094843295,0.2128311716,0.1204190714973445,0.0068050411999999,0.0055427331170722,C2,C2,C2,numerical
iris,plain,original,0.9133333333333332,0.0945424328274784,0.9681481481481482,0.007847036336825,0.9133333333333334,0.0945424328274784,0.9681481481481482,0.007847036336825,11.1,1.449137674618944,11.1,1.449137674618944,2.1476190476190475,0.1764691061547593,0.9034540343715598,0.0310168023998986,0.9706832961851342,0.0164980410135053,0.3082522045855379,0.0264828783428625,0.2679041536,0.0859413746468558,0.4498010864,0.2109353589965839,0.058469982,0.041786149961318,C2,C2,C2,numerical
lymphography,complex_conditions,original,0.8146825396825397,0.1022427734662528,0.9734144527466444,0.0106311415421996,0.8176190476190476,0.0907417434038423,0.9504769386151948,0.0190431174869378,40.9,3.1073389830457114,40.9,3.1073389830457114,2.8019505494505497,0.1203539655535051,0.7165782288307592,0.0213227927150496,0.9657254273449944,0.0177783757015838,0.1844753744600142,0.0219388307075181,2.6494484976000003,0.6355161017996467,0.2833084848,0.2297250046788292,0.046176762,0.0329108057784263,C2,C2,C2,mixed
lymphography,complex_conditions_inner_alternatives,original,0.8146825396825397,0.1022427734662528,0.9734144527466444,0.0106311415421996,0.8176190476190476,0.0907417434038423,0.9504769386151948,0.0190431174869378,40.9,3.1073389830457114,40.9,3.1073389830457114,2.8019505494505497,0.1203539655535051,0.7165782288307592,0.0213227927150496,0.9657254273449944,0.0177783757015838,0.1844753744600142,0.0219388307075181,1.890267342,0.167215453226157,0.1425098192,0.0449421087643493,0.0251784968,0.0102518166973333,C2,C2,C2,mixed
lymphography,plain,original,0.7924603174603175,0.1234168452322243,0.9546913195885798,0.010304668378713,0.818095238095238,0.0532065765044203,0.91440354617888,0.0178323928204983,37.9,2.2335820757001272,37.9,2.2335820757001272,2.447636554621849,0.1042039007253448,0.6709995276915112,0.0184967985925992,0.9327433163701816,0.0118387730376476,0.2170434222392806,0.0185402867480819,0.3373641543999999,0.0808404444461936,0.1844517552,0.1539669395281523,0.0342930784,0.0164823264939022,C2,C2,C2,mixed
monk-1,complex_conditions,original,1.0,,1.0,,1.0,,1.0,,4.0,,4.0,,1.3333333333333333,,0.8548387096774194,,1.0,,0.3548387096774193,,0.040254836,,0.0193261279999999,,0.006111024,,C2,C2,C2,nominal
monk-1,complex_conditions_inner_alternatives,original,1.0,,1.0,,1.0,,1.0,,4.0,,4.0,,1.3333333333333333,,0.8548387096774194,,1.0,,0.3548387096774193,,0.093952192,,0.079508984,,0.0162132,,C2,C2,C2,nominal
monk-1,plain,original,0.8343397745571659,,0.903225806451613,,0.835,,0.9032258064516128,,34.0,,34.0,,2.2666666666666666,,0.4174345903235846,,0.8521397447868037,,0.1494623655913978,,0.063625216,,0.0855315399999999,,0.010614796,,C2,C2,C2,nominal
monk-2,complex_conditions,original,0.7571428571428571,,0.7519345238095239,,0.8,,0.7751479289940828,,91.0,,91.0,,3.3703703703703702,,0.4139841016647034,,0.8502417692563112,,0.1599824676747754,,0.462056532,,0.449875704,,0.0905698559999999,,C2,C2,C2,nominal
monk-2,complex_conditions_inner_alternatives,original,0.7571428571428571,,0.7519345238095239,,0.8,,0.7751479289940828,,91.0,,91.0,,3.3703703703703702,,0.4139841016647034,,0.8502417692563112,,0.1599824676747754,,0.332609516,,0.3664240239999999,,0.073018104,,C2,C2,C2,nominal
monk-2,plain,original,0.7380952380952381,,0.7909970238095239,,0.76,,0.8047337278106509,,71.0,,71.0,,2.6296296296296298,,0.3378062942348657,,0.7923721340388008,,0.1117685733070348,,0.359960816,,0.459736492,,0.0781728599999999,,C2,C2,C2,nominal
monk-3,complex_conditions,original,0.8048780487804879,,0.9346774193548386,,0.84,,0.9344262295081968,,10.0,,10.0,,2.0,,0.6132636721008209,,0.8931899641577061,,0.3065573770491803,,0.296294224,,0.319026732,,0.021279824,,C2,C2,C2,nominal
monk-3,complex_conditions_inner_alternatives,original,0.8048780487804879,,0.9346774193548386,,0.84,,0.9344262295081968,,10.0,,10.0,,2.0,,0.6132636721008209,,0.8931899641577061,,0.3065573770491803,,0.21228128,,0.1327876,,0.013172716,,C2,C2,C2,nominal
monk-3,plain,original,0.8050847457627119,,0.9346774193548386,,0.77,,0.9344262295081968,,19.0,,19.0,,1.9,,0.5052107660654588,,0.9053778662984012,,0.171311475409836,,0.315914512,,0.336965596,,0.048158936,,C2,C2,C2,nominal
mushroom,complex_conditions,original,0.9994888172660368,0.0008938146953107,0.999616948825078,9.577317894224472e-05,0.9995075406419088,0.0008609466996048,0.9996307215349792,9.23180589728823e-05,19.9,0.3162277660168379,19.9,0.3162277660168379,1.99,0.0316227766016838,0.8449061859746768,0.0009465832491869,0.9988462614092928,4.7902984527097024e-05,0.3387535018124124,0.0008750584400543,0.8825507075999999,0.1426550261460188,0.8130265828000001,0.0980077470862847,0.1307908727999999,0.0414575241981903,C2,C2,C2,nominal
mushroom,complex_conditions_inner_alternatives,original,0.9994888172660368,0.0008938146953107,0.999616948825078,9.577317894224472e-05,0.9995075406419088,0.0008609466996048,0.9996307215349792,9.23180589728823e-05,19.9,0.3162277660168379,19.9,0.3162277660168379,1.99,0.0316227766016838,0.8449061859746768,0.0009465832491869,0.9988462614092928,4.7902984527097024e-05,0.3387535018124124,0.0008750584400543,0.7838392164,0.0168907995390492,0.7559943816,0.019828623548076,0.1099693968,0.0057853235744205,C2,C2,C2,nominal
mushroom,plain,original,0.96671532431004,0.0062073058009226,0.9667731844550786,0.0007173174181911,0.9662711540908512,0.0062099481863095,0.96632747161362,0.0007177770919375,30.7,2.94580681270476,30.7,2.94580681270476,1.9525320512820517,0.0573068896257928,0.6855932600992578,0.0096582423050694,0.9788855230162812,0.0024513199508931,0.2202653285823569,0.0141918529010338,9.4757586652,19.92911697095685,9.356365793200002,19.90197292985373,0.4470225456,0.09797917781897,C2,C2,C2,nominal
nursery,complex_conditions,original,0.6600164793532496,0.0586941120093751,0.5503577757008769,0.0040293233679,0.8915123456790124,0.0130753586429223,0.8928926611796983,0.005609301165804,508.3,26.878533359459094,508.3,26.878533359459094,4.812370899712761,0.0577014882742454,0.519730895318175,0.0022685005108928,0.9041132903704818,0.0034598366408028,0.0723491816010579,0.0016531189152258,128.620313172,17.978622847697487,144.15600280759998,21.499730325348345,8.2857269836,1.2528312480218928,C2,C2,C2,nominal
nursery,complex_conditions_inner_alternatives,original,0.6600164793532496,0.0586941120093751,0.5503577757008769,0.0040293233679,0.8915123456790124,0.0130753586429223,0.8928926611796983,0.005609301165804,508.3,26.878533359459094,508.3,26.878533359459094,4.812370899712761,0.0577014882742454,0.519730895318175,0.0022685005108928,0.9041132903704818,0.0034598366408028,0.0723491816010579,0.0016531189152258,105.160208854,4.118817496064529,117.5119090776,5.529898854519828,6.6862589228,0.2720471544896916,C2,C2,C2,nominal
nursery,plain,original,0.7642347413501411,0.074619395633301,0.6497654021438197,0.0135994539884029,0.9455246913580246,0.010961739835252,0.953403635116598,0.0076652089327767,1414.2,29.45731374944656,1414.2,29.45731374944656,4.665716066085322,0.0224496928248515,0.4682894170848052,0.0024780113409308,0.9285935584027826,0.003282097746329,0.0089984321613612,0.0006114519673895,217.7580002312,105.16489229755696,332.25335140920004,107.1202138599097,41.8021027512,62.780380610547866,C2,C2,C2,nominal
soybean,complex_conditions,original,0.9345971410006498,0.0292067512295343,0.9677977042578758,0.0068151865383505,0.9122762148337596,0.043421598569279,0.9456648393845504,0.0092662891992518,124.0,9.368979548370133,124.0,9.368979548370133,3.315748323511481,0.2281421178160854,0.7514229412091845,0.0105818056850793,0.89099080613634,0.0156252855785142,0.0613172079503382,0.0051098336328176,2.6495497988000003,1.6076488992106062,5.6391477708,4.604001280183451,1.1093117136,0.5942061046016174,C2,C2,C2,nominal
soybean,complex_conditions_inner_alternatives,original,0.9345971410006498,0.0292067512295343,0.9677977042578758,0.0068151865383505,0.9122762148337596,0.043421598569279,0.9456648393845504,0.0092662891992518,124.0,9.368979548370133,124.0,9.368979548370133,3.315748323511481,0.2281421178160854,0.7514229412091845,0.0105818056850793,0.89099080613634,0.0156252855785142,0.0613172079503382,0.0051098336328176,2.7230003376,2.404534012686565,3.3537752335999995,3.2902232799787727,0.9803566092,0.5815977084758025,C2,C2,C2,nominal
soybean,plain,original,0.9343908382066276,0.0314983401063723,0.9668449329201116,0.0059027433779106,0.900532821824382,0.0379648484862289,0.9458261168930908,0.0071222927919083,130.1,5.762908216439952,130.1,5.762908216439952,3.1493237311941225,0.0910486720339043,0.7425059994019877,0.0060729562369109,0.9309056312243228,0.0079592773113119,0.0539153444824532,0.0049762388732457,0.0680471584,0.0149954765961466,0.1349911455999999,0.0445034177160308,0.0783551308,0.0221455344937362,C2,C2,C2,nominal
tic-tac-toe,complex_conditions,original,0.9576097105508872,0.0161626925119633,0.99297266054634,0.0048508449104765,0.9687061403508772,0.0109341918580443,0.9951293577414352,0.0033607034006912,158.4,13.184165586878157,158.4,13.184165586878157,3.625826341813439,0.1545842227676684,0.5622712992317721,0.0082703923295008,0.9889228495350864,0.0076572048488162,0.0826851782324765,0.0076782056679999,2.5269246572,0.2035727733156873,0.2980562368,0.0823453956462946,0.0993757312,0.0287300912464329,C2,C2,C2,nominal
tic-tac-toe,complex_conditions_inner_alternatives,original,0.9576097105508872,0.0161626925119633,0.99297266054634,0.0048508449104765,0.9687061403508772,0.0109341918580443,0.9951293577414352,0.0033607034006912,158.4,13.184165586878157,158.4,13.184165586878157,3.625826341813439,0.1545842227676684,0.5622712992317721,0.0082703923295008,0.9889228495350864,0.0076572048488162,0.0826851782324765,0.0076782056679999,2.1573806092,0.1651190336371581,0.24777511,0.0484092298224797,0.0855904752,0.0204423868686221,C2,C2,C2,nominal
tic-tac-toe,plain,original,0.9537661105497918,0.0342285755336784,0.9796958142422248,0.0075367682015326,0.95827850877193,0.0268629286282064,0.9808610227636286,0.0071382290477996,132.1,7.370361064576295,132.1,7.370361064576295,3.1841226839213226,0.0454142366389053,0.4925253263760322,0.0063228560432689,0.9423823759809996,0.0076179505952227,0.0524066290773614,0.0032742953671234,0.086353982,0.0258215410685562,0.1001883295999999,0.0393416850681705,0.0398034939999999,0.0048927329902366,C2,C2,C2,nominal
titanic,complex_conditions,original,0.7051389151463592,0.0337174671228985,0.701586343424079,0.0120347470004733,0.7605800082270671,0.0243174344707054,0.7576354917167638,0.0045258599482787,25.0,2.3570226039551585,25.0,2.3570226039551585,1.620756302521008,0.05472399412755,0.3067357258951322,0.0104800638118499,0.7111728228702853,0.0144277023443183,0.4305215332733372,0.0208821579729397,0.5624476632000001,0.0715108637117432,0.767210464,0.0860113524968696,0.2484849524,0.0121935262039837,C2,C2,C2,nominal
titanic,complex_conditions_inner_alternatives,original,0.7051389151463592,0.0337174671228985,0.701586343424079,0.0120347470004733,0.7605800082270671,0.0243174344707054,0.7576354917167638,0.0045258599482787,25.0,2.3570226039551585,25.0,2.3570226039551585,1.620756302521008,0.05472399412755,0.3067357258951322,0.0104800638118499,0.7111728228702853,0.0144277023443183,0.4305215332733372,0.0208821579729397,0.5187774672,0.0361325235604228,0.720516986,0.0404056617720202,0.2447596595999999,0.013720125853018,C2,C2,C2,nominal
titanic,plain,original,0.7109164776128809,0.0318731380067558,0.7108831002654631,0.0035437794820723,0.7832990538872892,0.0281574750155413,0.7832805592522907,0.0031307954303099,22.4,1.577621275493231,22.4,1.577621275493231,1.5762637362637364,0.0240489511388651,0.3191039660036278,0.0092922539521969,0.7662660819405546,0.0099437669635388,0.2793347939289383,0.0115328312998432,0.3026928904,0.0353068914679382,0.3670756843999999,0.0481820923007355,0.1791439956,0.013570125760962,C2,C2,C2,nominal
vote,complex_conditions,original,0.955192098206804,0.0334612095575042,0.9727405880912334,0.0040388565663067,0.9586680761099368,0.0299980970091307,0.9724144005428258,0.0037621425100697,28.6,5.777350411544878,28.6,5.777350411544878,3.975595238095239,0.5979070455321643,0.7156668975003125,0.0539499463518749,0.9357358022837406,0.0209324403414714,0.3244819006795264,0.0505872245325156,1.3002241248,0.4379278411547225,1.4908062444,0.6087128997055449,0.1597272448,0.0538185319801978,C2,C2,C2,nominal
vote,complex_conditions_inner_alternatives,original,0.955192098206804,0.0334612095575042,0.9727405880912334,0.0040388565663067,0.9586680761099368,0.0299980970091307,0.9724144005428258,0.0037621425100697,28.6,5.777350411544878,28.6,5.777350411544878,3.975595238095239,0.5979070455321643,0.7156668975003125,0.0539499463518749,0.9357358022837406,0.0209324403414714,0.3244819006795264,0.0505872245325156,1.0855681784000002,0.1556461555252309,1.2501367788,0.1685397156673908,0.130438764,0.0327593024790266,C2,C2,C2,nominal
vote,plain,original,0.9523221468074408,0.0245884191509803,0.9510869991110198,0.0072870975124415,0.9563424947145878,0.0227200331543276,0.956065034709536,0.0066959289290044,9.6,1.577621275493231,9.6,1.577621275493231,1.5152380952380953,0.122865755819662,0.7350973060002517,0.0400792198054969,0.907466814469392,0.0217954364274378,0.4638732884458131,0.0149569449061279,0.3011471948,0.0830282539371116,0.0914749132,0.0743261445150058,0.0295278967999999,0.0201845051993678,C2,C2,C2,nominal
wine,complex_conditions,original,0.9417460317460316,0.049796202903205,0.983293800468731,0.0073958015921742,0.9437908496732026,0.0523964009256903,0.9843944099378884,0.0060718334142655,15.4,1.6465452046971292,15.4,1.6465452046971292,1.875,0.1289665581220751,0.8971869183711686,0.0085366684985372,1.0,0.0,0.2710541752933057,0.005856683196176,0.1804057912,0.0157468872758947,0.4145235935999999,0.0363833965601479,0.0017615448,0.0005307767645816,C2,C2,C2,numerical
wine,complex_conditions_inner_alternatives,original,0.9306349206349204,0.0491226459949205,0.9790199296854262,0.00807942451933,0.9326797385620916,0.0509123803825513,0.9800155279503104,0.0071138662502359,16.0,2.5385910352879693,15.0,2.0548046676563256,2.025,0.2101451825106307,0.8964435782135014,0.0091473966763335,1.0,0.0,0.2705897848269742,0.0061325645471776,0.3886046992,0.0485423628803762,0.9485636432000002,0.0998930740587566,0.0016788072,0.0003478413914354,C2,C2,C2,numerical
wine,plain,original,0.9548412698412696,0.0544131084589185,0.983293800468731,0.0073958015921742,0.9552287581699346,0.057457097964666,0.9843944099378884,0.0060718334142655,15.5,1.7795130420052183,15.5,1.7795130420052183,1.886111111111111,0.1349439755721235,0.8975570703627828,0.008377978510938,1.0,0.0,0.2713211158557626,0.0060150432654407,0.0297343168,0.0107103310291059,0.0420305059999999,0.0150179674486873,0.0023797684,0.0006263095118363,C2,C2,C2,numerical
zoo,complex_conditions,original,0.8883333333333333,0.1266983391201418,0.9927437641723356,0.0094889522760242,0.93,0.0823272602348564,0.9955921855921857,0.0056905730929504,15.6,1.505545305418162,15.6,1.505545305418162,1.6608333333333334,0.0880014535669949,0.8930506372224416,0.0378430287919559,0.9796717171717172,0.0185257867585416,0.1140031881698548,0.0082251830363619,0.8583368163999999,0.4974150001572948,0.7441637704,0.4982182739941549,0.1052822955999999,0.0766988754591602,C2,C2,C2,
zoo,complex_conditions_inner_alternatives,original,0.8883333333333333,0.1266983391201418,0.9927437641723356,0.0094889522760242,0.93,0.0823272602348564,0.9955921855921857,0.0056905730929504,15.6,1.505545305418162,15.6,1.505545305418162,1.6608333333333334,0.0880014535669949,0.8930506372224416,0.0378430287919559,0.9796717171717172,0.0185257867585416,0.1140031881698548,0.0082251830363619,0.4995122443999999,0.254010137209872,0.4788684747999999,0.2299984191598305,0.0619622108,0.0210927617139994,C2,C2,C2,
zoo,plain,original,0.8600000000000001,0.1340720278133187,0.9794217687074828,0.0129982287617558,0.9209090909090912,0.0786770782669774,0.987887667887668,0.008141798744854,28.9,1.852925614624973,28.9,1.852925614624973,2.38962703962704,0.0928971776279429,0.8596679054910762,0.0134506378891336,0.9924708624708624,0.0067889150655822,0.0930758557681634,0.0042320914425336,0.3581236356,0.0802480292868161,0.1617828795999999,0.286897528648514,0.0253228303999999,0.0250438528605559,C2,C2,C2,
